	new_el	N_Z	N	Z	A	el	o	ME_keV	ME_unc_keV	BE_keV	BE_unc_keV	B	Q_keV	Q_unc_keV	mass_micro_u	mass_unc_micro_u	extrapol	mass_prec
3050		49	137	88	225	Ra		21993.044	2.596	7667.5866	0.0115	B-	355.7386	5.0067	225023610.502	2.786	False	2.90181212302904
3051		47	136	89	225	Ac		21637.305	4.758	7665.6906	0.0211	B-	-672.8878	6.6576	225023228.601	5.107	False	2.8679615162997676
3052		45	135	90	225	Th	-a	22310.193	5.093	7659.2229	0.0226	B-	-2046.4473	82.0038	225023950.975	5.467	False	2.8640840998942996
3053		43	134	91	225	Pa	-a	24356.64	81.867	7646.6504	0.3639	B-	-3015.361	82.4514	225026147.927	87.887	False	2.6916277727158766
3054		41	133	92	225	U	-a	27372.001	9.934	7629.7717	0.0442	B-	-4246.0969	92.1491	225029385.05	10.664	False	2.825232639783713
3055		39	132	93	225	Np	-a	31618.098	91.618	7607.4231	0.4072	B-	-4682.0	314.0	225033943.422	98.355	False	2.6839745905743566
3056		37	131	94	225	Pu	x	36300.0	300.0	7583.0	1.0	B-	-6090.0	500.0	225038970.0	322.0	True	
3057		35	130	95	225	Am	x	42390.0	400.0	7553.0	2.0	B-			225045508.0	429.0	True	
3058	0.0	58	142	84	226	Po	x	37549.0	401.0	7614.0	2.0	B-	2889.0	500.0	226040310.0	430.0	True	
3059		56	141	85	226	At	x	34660.0	300.0	7624.0	1.0	B-	5913.0	300.0	226037209.0	322.0	True	
3060		54	140	86	226	Rn		28747.194	10.477	7646.4108	0.0464	B-	1226.6542	12.1895	226030861.38	11.247	False	2.822335611712923
3061		52	139	87	226	Fr		27520.539	6.23	7648.3768	0.0276	B-	3852.9638	6.5215	226029544.512	6.688	False	2.8527772693266495
3062		50	138	88	226	Ra		23667.576	1.927	7661.9636	0.0085	B-	-641.6252	3.273	226025408.186	2.068	False	2.9182882208596936
3063		48	137	89	226	Ac		24309.201	3.1	7655.6628	0.0137	B-	1111.5517	4.5626	226026096.999	3.327	False	2.892263857134711
3064		46	136	90	226	Th		23197.649	4.481	7657.1195	0.0198	B-	-2835.9504	11.9702	226024903.699	4.81	False	2.8716112448333075
3065		44	135	91	226	Pa	-a	26033.6	11.213	7641.1093	0.0496	B-	-1295.1978	15.6747	226027948.217	12.037	False	2.8182898329825266
3066		42	134	92	226	U	-a	27328.797	11.071	7631.9166	0.049	B-	-5488.0792	102.6485	226029338.669	11.884	False	2.8190537095848875
3067		40	133	93	226	Np	-a	32816.877	102.063	7604.1714	0.4516	B-	-2813.0	225.0	226035230.364	109.568	False	2.6768798178073636
3068		38	132	94	226	Pu	x	35630.0	200.0	7588.0	1.0	B-	-7340.0	361.0	226038250.0	215.0	True	
3069		36	131	95	226	Am	x	42970.0	300.0	7552.0	1.0	B-			226046130.0	322.0	True	
3070	0.0	59	143	84	227	Po	x	42281.0	401.0	7596.0	2.0	B-	4850.0	500.0	227045390.0	430.0	True	
3071		57	142	85	227	At	x	37430.0	300.0	7613.0	1.0	B-	4544.0	300.0	227040183.0	322.0	True	
3072		55	141	86	227	Rn		32885.835	14.091	7630.0508	0.0621	B-	3203.3894	15.2755	227035304.393	15.127	False	2.8048220311287273
3073		53	140	87	227	Fr		29682.445	5.898	7640.7162	0.026	B-	2504.9813	6.2112	227031865.413	6.332	False	2.85618193478023
3074		51	139	88	227	Ra	-n	27177.464	1.946	7648.3048	0.0086	B-	1327.9489	2.2622	227029176.205	2.089	False	2.9179817159958503
3075		49	138	89	227	Ac		25849.515	1.926	7650.7084	0.0085	B-	44.7559	0.8297	227027750.594	2.068	False	2.9185272491309444
3076		47	137	90	227	Th		25804.759	2.088	7647.4591	0.0092	B-	-1025.6117	7.2815	227027702.546	2.241	False	2.9141783635090066
3077		45	136	91	227	Pa	-a	26830.371	7.263	7639.4945	0.032	B-	-2214.6629	11.1118	227028803.586	7.797	False	2.8441444640819915
3078		43	135	92	227	U	-a	29045.034	8.51	7626.2918	0.0375	B-	-3533.9848	77.4417	227031181.124	9.136	False	2.834881086416885
3079		41	134	93	227	Np	-a	32579.018	76.989	7607.2771	0.3392	B-	-4191.0	126.0	227034975.012	82.651	False	2.6963815676298877
3080		39	133	94	227	Pu	x	36770.0	100.0	7585.0	0.0	B-	-5410.0	224.0	227039474.0	107.0	True	
3081		37	132	95	227	Am	x	42180.0	200.0	7558.0	1.0	B-			227045282.0	215.0	True	
3082	0.0	58	143	85	228	At	x	41880.0	400.0	7596.0	2.0	B-	6637.0	400.0	228044960.0	429.0	True	
3083		56	142	86	228	Rn		35243.466	17.677	7621.6457	0.0775	B-	1859.2451	18.9157	228037835.415	18.977	False	2.791275187544039
3084		54	141	87	228	Fr		33384.221	6.732	7626.3689	0.0295	B-	4444.027	7.021	228035839.433	7.226	False	2.8488161455209613
3085		52	140	88	228	Ra	+a	28940.194	1.995	7642.4289	0.0088	B-	45.5402	0.6344	228031068.574	2.141	False	2.916890314019377
3086		50	139	89	228	Ac	-	28894.654	2.093	7639.1973	0.0092	B-	2123.7545	2.6446	228031019.685	2.247	False	2.9142725251199657
3087		48	138	90	228	Th		26770.899	1.806	7645.0807	0.0079	B-	-2152.6993	4.3399	228028739.741	1.938	False	2.922264711824605
3088		46	137	91	228	Pa	-a	28923.599	4.34	7632.2076	0.019	B-	-296.402	14.0858	228031050.758	4.659	False	2.8739143824999682
3089		44	136	92	228	U	-a	29220.001	13.474	7627.4763	0.0591	B-	-4605.0	101.0	228031368.959	14.465	False	2.8077906631328573
3090		42	135	93	228	Np	-a	33825.0	100.0	7604.0	0.0	B-	-2283.0	103.0	228036313.0	108.0	True	
3091		40	134	94	228	Pu	-a	36107.809	23.352	7590.4039	0.1024	B-	-6742.0	202.0	228038763.325	25.069	False	2.7740497896101637
3092		38	133	95	228	Am	x	42850.0	200.0	7557.0	1.0	B-			228046001.0	215.0	True	
3093	0.0	59	144	85	229	At	x	44890.0	400.0	7585.0	2.0	B-	5527.0	400.0	229048191.0	429.0	True	
3094		57	143	86	229	Rn	x	39362.4	13.041	7605.6227	0.0569	B-	3694.1465	13.967	229042257.272	14.0	False	2.8100265816960133
3095		55	142	87	229	Fr		35668.253	5.001	7618.338	0.0218	B-	3106.2907	16.2305	229038291.443	5.368	False	2.8661328184026806
3096		53	141	88	229	Ra	x	32561.963	15.441	7628.4862	0.0674	B-	1872.0266	19.6229	229034956.703	16.576	False	2.799804328254467
3097		51	140	89	229	Ac	x	30689.936	12.109	7633.2446	0.0529	B-	1104.4191	12.3458	229032947.0	13.0	False	2.8144757734100305
3098		49	139	90	229	Th		29585.517	2.404	7634.651	0.0105	B-	-311.331	3.7152	229031761.357	2.581	False	2.906966321490834
3099		47	138	91	229	Pa		29896.848	3.28	7629.8752	0.0143	B-	-1313.7716	6.6554	229032095.585	3.521	False	2.889850937121332
3100		45	137	92	229	U	-a	31210.62	5.938	7620.7218	0.0259	B-	-2590.7577	101.3342	229033505.976	6.374	False	2.856306494494367
3101		43	136	93	229	Np	-a	33801.378	101.177	7605.9921	0.4418	B-	-3593.5462	117.9433	229036287.269	108.618	False	2.6783847588484346
3102		41	135	94	229	Pu	-a	37394.924	60.633	7586.8834	0.2648	B-	-4785.4899	122.4147	229040145.099	65.092	False	2.7129452805254948
3103		39	134	95	229	Am	-a	42180.414	106.348	7562.5697	0.4644	B-			229045282.534	114.169	False	2.674958698869395
3104	0.0	58	144	86	230	Rn	x	42170.0	200.0	7595.0	1.0	B-	2683.0	200.0	230045271.0	215.0	True	
3105		56	143	87	230	Fr		39486.769	6.541	7603.7052	0.0284	B-	4970.4627	12.1984	230042390.787	7.022	False	2.8509796480067093
3106		54	142	88	230	Ra	x	34516.306	10.296	7621.9144	0.0448	B-	677.9196	18.8884	230037054.776	11.053	False	2.82441291464096
3107		52	141	89	230	Ac	x	33838.386	15.835	7621.4604	0.0689	B-	2975.8745	15.8815	230036327.0	17.0	False	2.798532652449373
3108		50	140	90	230	Th		30862.512	1.209	7630.9974	0.0053	B-	-1311.0313	2.8334	230033132.267	1.297	False	2.9441062924909573
3109		48	139	91	230	Pa		32173.543	3.038	7621.8958	0.0132	B-	558.5262	4.5919	230034539.717	3.261	False	2.89434751804899
3110		46	138	92	230	U	-a	31615.017	4.509	7620.9227	0.0196	B-	-3621.5986	55.1683	230033940.114	4.841	False	2.8722426424404186
3111		44	137	93	230	Np	-a	35236.615	55.007	7601.7751	0.2392	B-	-1695.5543	56.8505	230037828.06	59.051	False	2.7196725884636375
3112		42	136	94	230	Pu	-a	36932.17	14.451	7591.0016	0.0628	B-	-5940.0	144.0	230039648.313	15.514	False	2.80408856383407
3113		40	135	95	230	Am	-a	42872.0	143.0	7562.0	1.0	B-			230046025.0	153.0	True	
3114	0.0	59	145	86	231	Rn	x	46550.0	300.0	7579.0	1.0	B-	4469.0	300.0	231049973.0	322.0	True	
3115		57	144	87	231	Fr	x	42080.575	7.731	7594.5009	0.0335	B-	3864.0868	13.7495	231045175.353	8.3	False	2.841523909496647
3116		55	143	88	231	Ra		38216.488	11.37	7607.8418	0.0492	B-	2453.6351	17.3014	231041027.085	12.206	False	2.8187670395179674
3117		53	142	89	231	Ac	x	35762.853	13.041	7615.0768	0.0565	B-	1947.0425	13.0976	231038393.0	14.0	False	2.8105488532438443
3118		51	141	90	231	Th		33815.811	1.217	7620.1188	0.0053	B-	391.4727	1.4598	231036302.764	1.306	False	2.943971310884929
3119		49	140	91	231	Pa		33424.338	1.771	7618.4267	0.0077	B-	-381.6138	2.0325	231035882.5	1.901	False	2.924005500240081
3120		47	139	92	231	U	-a	33805.952	2.67	7613.3879	0.0116	B-	-1817.7347	51.1839	231036292.18	2.866	False	2.901705511782222
3121		45	138	93	231	Np	-a	35623.686	51.154	7602.1321	0.2214	B-	-2684.8905	55.6931	231038243.598	54.916	False	2.7247295945071026
3122		43	137	94	231	Pu	-a	38308.577	22.061	7587.1224	0.0955	B-	-4101.0	301.0	231041125.946	23.683	False	2.778406068363835
3123		41	136	95	231	Am	x	42410.0	300.0	7566.0	1.0	B-	-4860.0	424.0	231045529.0	322.0	True	
3124		39	135	96	231	Cm	x	47270.0	300.0	7542.0	1.0	B-			231050746.0	322.0	True	
3125	0.0	58	145	87	232	Fr	x	46072.834	13.972	7579.3481	0.0602	B-	5575.8791	16.7023	232049461.219	15.0	False	2.806652585993679
3126		56	144	88	232	Ra		40496.955	9.151	7600.0099	0.0394	B-	1342.5322	15.9313	232043475.267	9.823	False	2.8319012324832666
3127		54	143	89	232	Ac	x	39154.423	13.041	7602.4245	0.0562	B-	3707.7131	13.1181	232042034.0	14.0	False	2.8108096427764715
3128		52	142	90	232	Th		35446.71	1.421	7615.0338	0.0061	B-	-499.8388	7.7338	232038053.606	1.525	False	2.9360044308073436
3129		50	141	91	232	Pa	+	35946.549	7.645	7609.5072	0.033	B-	1337.1034	7.4278	232038590.205	8.206	False	2.8424382318082078
3130		48	140	92	232	U		34609.445	1.808	7611.8984	0.0078	B-	-2750.0	100.0	232037154.765	1.941	False	2.9231188250992455
3131		46	139	93	232	Np	-	37359.0	100.0	7597.0	0.0	B-	-1001.0	101.0	232040107.0	107.0	True	
3132		44	138	94	232	Pu	-a	38360.915	16.885	7588.9839	0.0728	B-	-5059.0	300.0	232041182.133	18.126	False	2.7951496773544844
3133		42	137	95	232	Am	x	43420.0	300.0	7564.0	1.0	B-	-2913.0	361.0	232046613.0	322.0	True	
3134		40	136	96	232	Cm	-a	46333.0	201.0	7548.0	1.0	B-			232049740.0	216.0	True	
3135	0.0	59	146	87	233	Fr	x	48920.052	19.561	7569.2398	0.084	B-	4585.9906	21.3694	233052517.833	21.0	False	2.7863838767094613
3136		57	145	88	233	Ra		44334.062	8.603	7585.5644	0.0369	B-	3026.0244	15.6228	233047594.57	9.235	False	2.835783722833433
3137		55	144	89	233	Ac	x	41308.037	13.041	7595.1939	0.056	B-	2576.395	13.1184	233044346.0	14.0	False	2.811068896236689
3138		53	143	90	233	Th		38731.642	1.424	7602.8937	0.0061	B-	1242.232	1.1224	233041580.126	1.528	False	2.9361291670811576
3139		51	142	91	233	Pa		37489.41	1.336	7604.8675	0.0057	B-	570.2993	1.975	233040246.535	1.433	False	2.939529662889189
3140		49	141	92	233	U		36919.111	2.254	7603.9574	0.0097	B-	-1029.4197	51.005	233039634.294	2.42	False	2.9114236895171937
3141		47	140	93	233	Np	-a	37948.531	50.981	7596.1816	0.2188	B-	-2103.3047	74.3811	233040739.421	54.729	False	2.7255187411801614
3142		45	139	94	233	Pu	-a	40051.836	54.178	7583.7968	0.2325	B-	-3233.0	126.0	233042997.411	58.162	False	2.721525750814022
3143		43	138	95	233	Am	-a	43285.0	114.0	7567.0	0.0	B-	-4008.0	140.0	233046468.0	123.0	True	
3144		41	137	96	233	Cm	-a	47293.34	81.095	7546.002	0.348	B-	-5478.0	247.0	233050771.485	87.059	False	2.6946393997112734
3145		39	136	97	233	Bk	-a	52771.0	233.0	7519.0	1.0	B-			233056652.0	250.0	True	
3146	0.0	58	146	88	234	Ra	x	46930.629	8.383	7576.5439	0.0358	B-	2089.4348	16.2945	234050382.1	9.0	False	2.837546435636613
3147		56	145	89	234	Ac	x	44841.195	13.972	7582.1297	0.0597	B-	4228.2364	14.2103	234048139.0	15.0	False	2.8071705175498702
3148		54	144	90	234	Th	+a	40612.958	2.589	7596.8557	0.0111	B-	274.0882	3.1716	234043599.801	2.779	False	2.904106274416819
3149		52	143	91	234	Pa	IT	40338.87	4.094	7594.6837	0.0175	B-	2193.9105	3.9998	234043305.555	4.395	False	2.878667372001504
3150		50	142	92	234	U		38144.959	1.129	7600.716	0.0048	B-	-1809.8462	8.3205	234040950.296	1.212	False	2.9485743520619256
3151		48	141	93	234	Np	-	39954.806	8.397	7589.6382	0.0359	B-	-395.1807	10.7522	234042893.245	9.014	False	2.8374535204198366
3152		46	140	94	234	Pu	-a	40349.986	6.798	7584.6061	0.0291	B-	-4112.0	160.0	234043317.489	7.298	False	2.849747454230194
3153		44	139	95	234	Am	-a	44462.0	160.0	7564.0	1.0	B-	-2261.0	161.0	234047731.0	172.0	True	
3154		42	138	96	234	Cm	-a	46722.411	17.078	7550.6868	0.073	B-	-6673.0	154.0	234050158.568	18.333	False	2.794982553718832
3155		40	137	97	234	Bk	-a	53395.0	153.0	7519.0	1.0	B-			234057322.0	164.0	True	
3156	0.0	59	147	88	235	Ra	x	51130.0	300.0	7561.0	1.0	B-	3773.0	300.0	235054890.0	322.0	True	
3157		57	146	89	235	Ac	x	47357.16	13.972	7573.5051	0.0595	B-	3339.4064	19.1127	235050840.0	15.0	False	2.807428590752192
3158		55	145	90	235	Th	x	44017.754	13.041	7584.3862	0.0555	B-	1728.8531	19.1127	235047255.0	14.0	False	2.8115834367433887
3159		53	144	91	235	Pa	x	42288.901	13.972	7588.4139	0.0595	B-	1370.1184	14.0169	235045399.0	15.0	False	2.807427193510606
3160		51	143	92	235	U		40918.782	1.116	7590.9151	0.0048	B-	-124.2619	0.8524	235043928.117	1.198	False	2.949407116619294
3161		49	142	93	235	Np		41043.044	1.388	7587.0571	0.0059	B-	-1139.3021	20.4992	235044061.518	1.49	False	2.937918155808243
3162		47	141	94	235	Pu	-a	42182.346	20.521	7578.8799	0.0873	B-	-2442.2558	56.5932	235045284.609	22.03	False	2.783954115355177
3163		45	140	95	235	Am	-a	44624.602	52.78	7565.1582	0.2246	B-	-3389.0	115.0	235047906.478	56.661	False	2.7238063363881544
3164		43	139	96	235	Cm	-a	48013.0	102.0	7547.0	0.0	B-	-4757.0	413.0	235051545.0	110.0	True	
3165		41	138	97	235	Bk	x	52770.0	401.0	7524.0	2.0	B-			235056651.0	430.0	True	
3166	0.0	58	147	89	236	Ac	x	51220.998	38.191	7559.2423	0.1618	B-	4965.7951	40.6669	236054988.0	41.0	False	2.745089258555502
3167		56	146	90	236	Th	x	46255.203	13.972	7576.9688	0.0592	B-	921.2477	19.76	236049657.0	15.0	False	2.8076845063117704
3168		54	145	91	236	Pa	x	45333.955	13.972	7577.5573	0.0592	B-	2889.373	14.0166	236048668.0	15.0	False	2.8076842534797968
3169		52	144	92	236	U		42444.582	1.112	7586.4854	0.0047	B-	-933.5116	50.4152	236045566.13	1.193	False	2.9498487555907627
3170		50	143	93	236	Np	IT	43378.094	50.421	7579.2148	0.2136	B-	476.5854	50.3887	236046568.296	54.129	False	2.727079299250737
3171		48	142	94	236	Pu		42901.508	1.81	7577.9192	0.0077	B-	-3139.0	119.0	236046056.661	1.942	False	2.924011710085991
3172		46	141	95	236	Am	-a	46041.0	119.0	7561.0	1.0	B-	-1812.0	120.0	236049427.0	127.0	True	
3173		44	140	96	236	Cm	-a	47852.82	17.635	7550.309	0.0747	B-	-5689.0	361.0	236051372.112	18.931	False	2.7935401518922656
3174		42	139	97	236	Bk	-a	53542.0	361.0	7523.0	2.0	B-			236057479.0	387.0	True	
3175	0.0	59	148	89	237	Ac	x	54020.0	400.0	7550.0	2.0	B-	4065.0	400.0	237057993.0	429.0	True	
3176		57	147	90	237	Th	x	49955.097	15.835	7563.4433	0.0668	B-	2427.4736	20.514	237053629.0	17.0	False	2.8003609545240318
3177		55	146	91	237	Pa	x	47527.624	13.041	7570.3847	0.055	B-	2137.4905	13.0962	237051023.0	14.0	False	2.812093567693914
3178		53	145	92	237	U		45390.133	1.202	7576.1026	0.0051	B-	518.5338	0.52	237048728.309	1.29	False	2.9459711765560432
3179		51	144	93	237	Np		44871.599	1.12	7574.9895	0.0047	B-	-220.063	1.2944	237048171.64	1.201	False	2.9497207633860922
3180		49	143	94	237	Pu		45091.662	1.697	7570.7599	0.0072	B-	-1478.0	59.0	237048407.888	1.821	False	2.9276883693438354
3181		47	142	95	237	Am	-a	46570.0	59.0	7561.0	0.0	B-	-2677.0	95.0	237049995.0	64.0	True	
3182		45	141	96	237	Cm	-a	49247.151	74.399	7546.6241	0.3139	B-	-3963.0	242.0	237052868.988	79.87	False	2.701588934483388
3183		43	140	97	237	Bk	-a	53210.0	230.0	7527.0	1.0	B-	-4728.0	250.0	237057123.0	247.0	True	
3184		41	139	98	237	Cf	-a	57938.255	97.347	7503.3507	0.4107	B-			237062199.272	104.506	False	2.683387810615063
