	new_el	N_Z	N	Z	A	el	o	ME_keV	ME_unc_keV	BE_keV	BE_unc_keV	B	Q_keV	Q_unc_keV	mass_micro_u	mass_unc_micro_u	extrapol	mass_prec
1074		4	50	46	96	Pd	x	-76183.42	4.194	8490.0207	0.0437	B-	-11671.7741	90.1814	95918213.739	4.502	False	2.8258027002106694
1075		2	49	47	96	Ag	ep	-64511.645	90.084	8360.2903	0.9384	B-	-8940.0	400.0	95930743.903	96.708	False	2.6252076455635405
1076		0	48	48	96	Cd	-	-55572.0	410.0	8259.0	4.0	B-	-17482.0	647.0	95940341.0	440.0	True	
1077		-2	47	49	96	In	x	-38090.0	500.0	8069.0	5.0	B-			95959109.0	537.0	True	
1078	0.0	27	62	35	97	Br	x	-34000.0	400.0	8140.0	4.0	B-	13423.0	420.0	96963499.0	429.0	True	
1079		25	61	36	97	Kr	x	-47423.499	130.409	8269.8645	1.3444	B-	11095.646	130.4232	96949088.782	140.0	False	2.5988344203512432
1080		23	60	37	97	Rb		-58519.145	1.912	8376.1872	0.0197	B-	10061.5295	3.8872	96937177.117	2.052	False	2.871911224897569
1081		21	59	38	97	Sr		-68580.674	3.385	8471.8489	0.0349	B-	7534.7807	7.5131	96926375.621	3.633	False	2.83904357873728
1082		19	58	39	97	Y	+	-76115.455	6.708	8541.4616	0.0692	B-	6821.2382	6.7068	96918286.702	7.201	False	2.7982052293133184
1083		17	57	40	97	Zr		-82936.693	0.121	8603.7182	0.0013	B-	2666.1038	4.2435	96910963.802	0.13	False	3.0169811116672363
1084		15	56	41	97	Nb		-85602.797	4.244	8623.1384	0.0438	B-	1941.9038	4.2435	96908101.622	4.556	False	2.825704555048422
1085		13	55	42	97	Mo		-87544.7	0.165	8635.0926	0.0017	B-	-320.264	4.1169	96906016.903	0.176	False	3.0020385199585413
1086		11	54	43	97	Tc		-87224.436	4.118	8623.7254	0.0425	B-	-1103.8722	4.9563	96906360.72	4.42	False	2.8274979848575352
1087		9	53	44	97	Ru	-n	-86120.564	2.763	8604.2799	0.0285	B-	-3523.0	35.3553	96907545.776	2.965	False	2.850844695027678
1088		7	52	45	97	Rh	-	-82597.564	35.463	8559.8949	0.3656	B-	-4791.7118	35.7924	96911327.872	38.071	False	2.6912331936034155
1089		5	51	46	97	Pd	x	-77805.852	4.844	8502.4303	0.0499	B-	-6901.8255	12.9558	96916471.985	5.2	False	2.8178429653992874
1090		3	50	47	97	Ag	x	-70904.027	12.016	8423.2121	0.1239	B-	-10170.0	420.0	96923881.4	12.9	False	2.762046421275436
1091		1	49	48	97	Cd	-	-60734.027	420.172	8310.3013	4.3317	B-	-13344.0	580.0	96934799.343	451.073	False	2.507802523176691
1092		-1	48	49	97	In	x	-47390.0	401.0	8165.0	4.0	B-			96949125.0	430.0	True	
1093	0.0	28	63	35	98	Br	x	-28050.0	400.0	8078.0	4.0	B-	16070.0	500.0	97969887.0	429.0	True	
1094		26	62	36	98	Kr	x	-44120.0	300.0	8234.0	3.0	B-	10249.0	300.0	97952635.0	322.0	True	
1095		24	61	37	98	Rb		-54369.152	16.083	8330.7294	0.1641	B-	12053.2361	16.4029	97941632.317	17.265	False	2.744137866495667
1096		22	60	38	98	Sr		-66422.389	3.226	8445.7385	0.0329	B-	5866.3591	8.5504	97928692.636	3.463	False	2.8424420914042257
1097		20	59	39	98	Y	p-2n	-72288.748	7.919	8497.6162	0.0808	B-	8993.0098	11.5755	97922394.841	8.501	False	2.7886774781840318
1098		18	58	40	98	Zr		-81281.757	8.445	8581.3984	0.0862	B-	2242.8547	9.8134	97912740.448	9.065	False	2.78471282686452
1099		16	57	41	98	Nb	-pn	-83524.612	5.001	8596.3016	0.051	B-	4591.3681	5.0032	97910332.645	5.369	False	2.8165410704868106
1100		14	56	42	98	Mo		-88115.98	0.174	8635.1691	0.0018	B-	-1683.7664	3.3768	97905403.609	0.186	False	2.999800034307584
1101		12	55	43	98	Tc		-86432.214	3.38	8610.0047	0.0345	B-	1792.6575	7.1568	97907211.206	3.628	False	2.8397127203037207
1102		10	54	44	98	Ru		-88224.871	6.463	8620.314	0.0659	B-	-5049.6529	10.0	97905286.709	6.937	False	2.8010936746407338
1103		8	53	45	98	Rh	-	-83175.219	11.906	8560.8038	0.1215	B-	-1854.2331	12.8161	97910707.734	12.782	False	2.763265933811595
1104		6	52	46	98	Pd		-81320.985	4.742	8533.8999	0.0484	B-	-8254.5607	33.0975	97912698.335	5.09	False	2.8197292512547554
1105		4	51	47	98	Ag		-73066.425	32.907	8441.6866	0.3358	B-	-5430.0	40.0	97921559.97	35.327	False	2.696991260048355
1106		2	50	48	98	Cd	-	-67636.425	51.797	8378.2953	0.5285	B-	-13730.0	300.0	97927389.315	55.605	False	2.665940135109102
1107		0	49	49	98	In	-	-53906.0	304.0	8230.0	3.0	B-			97942129.0	327.0	True	
1108	0.0	27	63	36	99	Kr	x	-38400.0	400.0	8175.0	4.0	B-	12721.0	400.0	98958776.0	429.0	True	
1109		25	62	37	99	Rb	x	-51121.15	4.031	8295.301	0.0407	B-	11397.3767	6.2201	98945119.19	4.327	False	2.829984692951191
1110		23	61	38	99	Sr		-62518.527	4.737	8402.5235	0.0479	B-	8125.2037	8.1353	98932883.604	5.085	False	2.820405627547424
1111		21	60	39	99	Y	x	-70643.73	6.615	8476.6938	0.0668	B-	6972.9398	12.4082	98924160.839	7.101	False	2.8003028899167592
1112		19	59	40	99	Zr		-77616.67	10.499	8539.225	0.1061	B-	4718.6736	15.9474	98916675.081	11.271	False	2.7718106278898
1113		17	58	41	99	Nb	+p	-82335.344	12.004	8578.9859	0.1213	B-	3634.7623	12.0059	98911609.377	12.886	False	2.7633963341524352
1114		15	57	42	99	Mo		-85970.106	0.229	8607.7982	0.0023	B-	1357.7631	0.8905	98907707.299	0.245	False	2.9864995221859982
1115		13	56	43	99	Tc		-87327.869	0.908	8613.6105	0.0092	B-	297.5156	0.9453	98906249.681	0.974	False	2.914306737314187
1116		11	55	44	99	Ru		-87625.385	0.343	8608.7132	0.0035	B-	-2040.8632	19.4529	98905930.284	0.368	False	2.965755016821388
1117		9	54	45	99	Rh		-85584.522	19.451	8580.1959	0.1965	B-	-3401.6603	18.9153	98908121.241	20.881	False	2.732473655802356
1118		7	53	46	99	Pd		-82182.861	5.107	8537.9332	0.0516	B-	-5470.3785	8.0829	98911773.073	5.482	False	2.8159037365102453
1119		5	52	47	99	Ag	x	-76712.483	6.265	8474.7744	0.0633	B-	-6781.3511	6.4622	98917645.766	6.725	False	2.803600732351518
1120		3	51	48	99	Cd	x	-69931.132	1.584	8398.3734	0.016	B-	-8555.0	298.0	98924925.845	1.7	False	2.883640461499437
1121		1	50	49	99	In	x	-61376.0	298.0	8304.0	3.0	B-	-13400.0	500.0	98934110.0	320.0	True	
1122		-1	49	50	99	Sn	-	-47976.0	582.0	8161.0	6.0	B-			98948495.0	625.0	True	
1123	0.0	28	64	36	100	Kr	x	-34470.0	400.0	8134.0	4.0	B-	11796.0	400.0	99962995.0	429.0	True	
1124		26	63	37	100	Rb		-46265.884	13.124	8244.5085	0.1312	B-	13551.6204	14.8355	99950331.532	14.089	False	2.758413069816133
1125		24	62	38	100	Sr		-59817.505	6.918	8372.2012	0.0692	B-	7503.7365	13.1453	99935783.27	7.426	False	2.7981986587537673
1126		22	61	39	100	Y	x	-67321.241	11.179	8439.4151	0.1118	B-	9051.4949	13.8293	99927727.678	12.0	False	2.7685211552475284
1127		20	60	40	100	Zr		-76372.736	8.143	8522.1066	0.0814	B-	3418.5098	11.3976	99918010.499	8.742	False	2.788198842623235
1128		18	59	41	100	Nb	IT	-79791.246	7.976	8548.4683	0.0798	B-	6401.7829	7.9817	99914340.578	8.562	False	2.789475950389435
1129		16	58	42	100	Mo		-86193.029	0.301	8604.6626	0.003	B-	-172.0776	1.3704	99907467.982	0.322	False	2.973126616608882
1130		14	57	43	100	Tc	-n	-86020.951	1.351	8595.1184	0.0135	B-	3206.4401	1.376	99907652.715	1.45	False	2.8930455849217607
1131		12	56	44	100	Ru		-89227.391	0.342	8619.3593	0.0034	B-	-3636.2612	18.1231	99904210.46	0.367	False	2.966412407515773
1132		10	55	45	100	Rh		-85591.13	18.125	8575.1732	0.1813	B-	-378.4577	25.2879	99908114.147	19.458	False	2.737706290938662
1133		8	54	46	100	Pd		-85212.672	17.637	8563.5652	0.1764	B-	-7074.703	18.3319	99908520.438	18.934	False	2.7394717516187193
1134		6	53	47	100	Ag	x	-78137.969	5.0	8484.9947	0.05	B-	-3943.374	5.2735	99916115.443	5.367	False	2.817775524302661
1135		4	52	48	100	Cd	x	-74194.595	1.677	8437.7375	0.0168	B-	-10016.4492	2.7945	99920348.829	1.8	False	2.8810000497450226
1136		2	51	49	100	In	x	-64178.146	2.236	8329.7495	0.0224	B-	-7030.0	240.0	99931101.929	2.4	False	2.8647418093738595
1137		0	50	50	100	Sn	-	-57148.146	240.01	8251.626	2.4001	B-			99938648.944	257.661	False	2.554776424946387
1138	0.0	29	65	36	101	Kr	x	-28580.0	500.0	8075.0	5.0	B-	13987.0	501.0	100969318.0	537.0	True	
1139		27	64	37	101	Rb	x	-42567.417	20.493	8206.1753	0.2029	B-	12757.4969	22.1781	100954302.0	22.0	False	2.730407475162305
1140		25	63	38	101	Sr	x	-55324.914	8.48	8324.7411	0.084	B-	9729.8721	11.0473	100940606.264	9.103	False	2.7863337510118598
1141		23	62	39	101	Y	x	-65054.787	7.08	8413.3305	0.0701	B-	8106.2003	10.9331	100930160.817	7.601	False	2.79738252123391
1142		21	61	40	101	Zr		-73160.987	8.332	8485.8439	0.0825	B-	5730.5011	9.1366	100921458.454	8.944	False	2.7874077643828676
1143		19	60	41	101	Nb	x	-78891.488	3.749	8534.8355	0.0371	B-	4628.4637	3.7378	100915306.508	4.024	False	2.835417720913823
1144		17	59	42	101	Mo	-n	-83519.952	0.308	8572.9159	0.0031	B-	2824.6411	24.0018	100910337.648	0.331	False	2.9722271722940095
1145		15	58	43	101	Tc	+	-86344.593	24.004	8593.1366	0.2377	B-	1613.52	24.0	100907305.271	25.768	False	2.720016944610059
1146		13	57	44	101	Ru		-87958.113	0.413	8601.366	0.0041	B-	-545.6846	5.8518	100905573.086	0.443	False	2.957193151842049
1147		11	56	45	101	Rh		-87412.428	5.841	8588.2172	0.0578	B-	-1980.2833	3.9027	100906158.903	6.27	False	2.809036674679624
1148		9	55	46	101	Pd		-85432.145	4.588	8560.8644	0.0454	B-	-4097.7606	6.6679	100908284.824	4.925	False	2.8234837123619942
1149		7	54	47	101	Ag	x	-81334.384	4.838	8512.5465	0.0479	B-	-5497.9186	5.0625	100912683.951	5.193	False	2.8203339728615435
1150		5	53	48	101	Cd	x	-75836.466	1.49	8450.3657	0.0148	B-	-7291.5642	11.7569	100918586.209	1.6	False	2.8881370986465886
1151		3	52	49	101	In	x	-68544.901	11.662	8370.426	0.1155	B-	-8239.277	300.2313	100926414.025	12.519	False	2.76648606038209
1152		1	51	50	101	Sn	ep	-60305.624	300.005	8281.103	2.9703	B-			100935259.252	322.068	False	2.5380703447170947
1153	0.0	28	65	37	102	Rb	x	-37252.312	82.903	8152.7443	0.8128	B-	14906.9991	106.6347	101960008.0	89.0	False	2.6355837928798813
1154		26	64	38	102	Sr	x	-52159.311	67.068	8291.2213	0.6575	B-	9013.3301	67.1916	101944004.679	72.0	False	2.6506518616181194
1155		24	63	39	102	Y	x	-61172.641	4.081	8371.9172	0.04	B-	10408.7856	9.6618	101934328.471	4.381	False	2.83100869893724
1156		22	62	40	102	Zr		-71581.427	8.758	8466.294	0.0859	B-	4716.838	9.053	101923154.181	9.401	False	2.784944180133468
1157		20	61	41	102	Nb		-76298.265	2.511	8504.8675	0.0246	B-	7262.6008	8.675	101918090.447	2.695	False	2.859241180158686
1158		18	60	42	102	Mo		-83560.866	8.305	8568.3994	0.0814	B-	1012.0557	12.3682	101910293.725	8.916	False	2.7882009703508586
1159		16	59	43	102	Tc		-84572.921	9.166	8570.6514	0.0899	B-	4533.5134	9.1646	101909207.239	9.84	False	2.7821142808776242
1160		14	58	44	102	Ru		-89106.435	0.416	8607.4275	0.0041	B-	-2323.1187	6.396	101904340.312	0.446	False	2.9573542389877776
1161		12	57	45	102	Rh	-	-86783.316	6.41	8576.9818	0.0628	B-	1119.647	6.3962	101906834.282	6.88	False	2.8040238524283096
1162		10	56	46	102	Pd		-87902.963	0.419	8580.2887	0.0041	B-	-5656.2615	8.1816	101905632.292	0.449	False	2.95700652623836
1163		8	55	47	102	Ag	+	-82246.702	8.171	8517.165	0.0801	B-	-2587.0	8.0	101911704.538	8.771	False	2.789210224629588
1164		6	54	48	102	Cd		-79659.702	1.662	8484.1322	0.0163	B-	-8964.8059	4.8654	101914481.797	1.784	False	2.882607615445568
1165		4	53	49	102	In		-70694.896	4.573	8388.5719	0.0448	B-	-5760.0	100.0	101924105.911	4.909	False	2.824271649494987
1166		2	52	50	102	Sn	-	-64934.896	100.105	8324.4313	0.9814	B-	-13835.0	412.0	101930289.525	107.466	False	2.621956597963768
1167		0	51	51	102	Sb	x	-51100.0	400.0	8181.0	4.0	B-			101945142.0	429.0	True	
1168	0.0	29	66	37	103	Rb	x	-33160.0	400.0	8112.0	4.0	B-	14120.0	447.0	102964401.0	429.0	True	
1169		27	65	38	103	Sr	x	-47280.0	200.0	8242.0	2.0	B-	11177.0	201.0	102949243.0	215.0	True	
1170		25	64	39	103	Y	x	-58457.034	11.206	8342.6336	0.1088	B-	9351.96	14.513	102937243.796	12.029	False	2.7702302980900413
1171		23	63	40	103	Zr	x	-67808.993	9.223	8425.8337	0.0895	B-	7219.674	10.027	102927204.054	9.9	False	2.782353255043077
1172		21	62	41	103	Nb	x	-75028.667	3.935	8488.332	0.0382	B-	5925.6639	10.027	102919453.416	4.224	False	2.8337234896859282
1173		19	61	42	103	Mo	x	-80954.331	9.223	8538.2672	0.0895	B-	3649.5889	13.4648	102913091.954	9.9	False	2.782344768468709
1174		17	60	43	103	Tc	+p	-84603.92	9.81	8566.1045	0.0952	B-	2663.2474	9.8086	102909173.96	10.531	False	2.7785107810928658
1175		15	59	44	103	Ru		-87267.168	0.441	8584.3656	0.0043	B-	764.5378	2.2598	102906314.846	0.473	False	2.954805557830729
1176		13	58	45	103	Rh		-88031.705	2.301	8584.1927	0.0223	B-	-574.7252	2.3928	102905494.081	2.47	False	2.864774904781185
1177		11	57	46	103	Pd	-n	-87456.98	0.878	8571.0173	0.0085	B-	-2654.2778	4.1916	102906111.074	0.942	False	2.918261292384269
1178		9	56	47	103	Ag	x	-84802.702	4.099	8537.652	0.0398	B-	-4151.0761	4.4806	102908960.558	4.4	False	2.8313145269341504
1179		7	55	48	103	Cd		-80651.626	1.811	8489.7547	0.0176	B-	-6019.2293	9.1242	102913416.922	1.943	False	2.878364705884473
1180		5	54	49	103	In		-74632.397	8.98	8423.7199	0.0872	B-	-7540.0	100.0	102919878.83	9.64	False	2.783994692358178
1181		3	53	50	103	Sn	-	-67092.0	100.0	8343.0	1.0	B-	-10422.0	316.0	102927973.0	108.0	True	
1182		1	52	51	103	Sb	x	-56670.0	300.0	8234.0	3.0	B-			102939162.0	322.0	True	
1183	0.0	30	67	37	104	Rb	x	-27450.0	500.0	8057.0	5.0	B-	16310.0	583.0	103970531.0	537.0	True	
1184		28	66	38	104	Sr	x	-43760.0	300.0	8206.0	3.0	B-	10320.0	361.0	103953022.0	322.0	True	
1185		26	65	39	104	Y	x	-54080.0	200.0	8298.0	2.0	B-	11638.0	200.0	103941943.0	215.0	True	
1186		24	64	40	104	Zr	x	-65717.66	9.316	8402.3159	0.0896	B-	6093.3367	9.4851	103929449.193	10.0	False	2.7823309720871947
1187		22	63	41	104	Nb	x	-71810.997	1.784	8453.3832	0.0172	B-	8532.7512	9.0879	103922907.728	1.915	False	2.8797287822547775
1188		20	62	42	104	Mo		-80343.748	8.911	8527.9063	0.0857	B-	2155.2212	24.1665	103913747.443	9.566	False	2.7850641183857836
1189		18	61	43	104	Tc		-82498.969	24.886	8541.107	0.2393	B-	5596.7945	24.937	103911433.718	26.716	False	2.7195693903272184
1190		16	60	44	104	Ru		-88095.763	2.498	8587.3998	0.024	B-	-1136.4195	3.3643	103905425.312	2.682	False	2.8606241463374906
1191		14	59	45	104	Rh	-n	-86959.344	2.303	8568.9501	0.0221	B-	2435.7789	2.6595	103906645.309	2.471	False	2.86530351909273
1192		12	58	46	104	Pd	+n	-89395.123	1.336	8584.8485	0.0129	B-	-4278.6529	4.0	103904030.393	1.434	False	2.8958296423008982
1193		10	57	47	104	Ag	-	-85116.47	4.217	8536.185	0.0406	B-	-1148.0787	4.537	103908623.715	4.527	False	2.8302066510885022
1194		8	56	48	104	Cd		-83968.391	1.673	8517.6232	0.0161	B-	-7785.7166	6.0127	103909856.228	1.795	False	2.883348781777774
1195		6	55	49	104	In	x	-76182.675	5.775	8435.238	0.0555	B-	-4555.6174	8.1461	103918214.538	6.2	False	2.81148278691752
1196		4	54	50	104	Sn		-71627.057	5.745	8383.9114	0.0552	B-	-12332.0	102.0	103923105.195	6.167	False	2.811806389384828
1197		2	53	51	104	Sb	+a	-59295.0	101.0	8258.0	1.0	B-	-9668.0	333.0	103936344.0	109.0	True	
1198		0	52	52	104	Te	-a	-49626.831	317.609	8157.3256	3.0539	B-			103946723.408	340.967	False	2.5358851600438914
1199	0.0	29	67	38	105	Sr	x	-38190.0	500.0	8152.0	5.0	B-	12380.0	640.0	104959001.0	537.0	True	
1200		27	66	39	105	Y	x	-50570.0	400.0	8262.0	4.0	B-	10888.0	400.0	104945711.0	429.0	True	
1201		25	65	40	105	Zr	x	-61458.274	12.11	8358.598	0.1153	B-	8457.2728	12.7625	104934021.832	13.0	False	2.7665639213737503
1202		23	64	41	105	Nb	x	-69915.547	4.028	8431.6925	0.0384	B-	7415.2411	9.9106	104924942.577	4.324	False	2.8334824208006566
1203		21	63	42	105	Mo		-77330.788	9.055	8494.863	0.0862	B-	4955.5157	35.0307	104916981.989	9.721	False	2.784664975741452
1204		19	62	43	105	Tc		-82286.303	35.263	8534.6074	0.3358	B-	3648.2396	35.2787	104911662.024	37.856	False	2.6969784516733464
1205		17	61	44	105	Ru		-85934.543	2.499	8561.9016	0.0238	B-	1916.7271	2.8508	104907745.478	2.683	False	2.8611521218009672
1206		15	60	45	105	Rh		-87851.27	2.502	8572.7053	0.0238	B-	566.6347	2.3459	104905687.787	2.685	False	2.861108373787949
1207		13	59	46	105	Pd		-88417.905	1.138	8570.6509	0.0108	B-	-1347.0564	4.6695	104905079.479	1.222	False	2.905155145015473
1208		11	58	47	105	Ag		-87070.848	4.544	8550.3708	0.0433	B-	-2736.9989	4.3618	104906525.604	4.877	False	2.8263693894509823
1209		9	57	48	105	Cd		-84333.849	1.392	8516.8532	0.0133	B-	-4693.2673	10.3405	104909463.893	1.494	False	2.8940954386516013
1210		7	56	49	105	In	x	-79640.582	10.246	8464.7045	0.0976	B-	-6302.5807	10.9891	104914502.322	11.0	False	2.777001536439572
1211		5	55	50	105	Sn		-73338.001	3.971	8397.229	0.0378	B-	-9322.5103	22.1849	104921268.421	4.263	False	2.834315540209973
1212		3	54	51	105	Sb	+a	-64015.491	21.827	8300.9923	0.2079	B-	-11203.9825	300.8126	104931276.547	23.431	False	2.728816824573869
1213		1	53	52	105	Te	-a	-52811.509	300.02	8186.8368	2.8573	B-			104943304.516	322.084	False	2.541138769989413
1214	0.0	30	68	38	106	Sr	x	-34300.0	600.0	8114.0	6.0	B-	11490.0	781.0	105963177.0	644.0	True	
1215		28	67	39	106	Y	x	-45790.0	500.0	8215.0	5.0	B-	12959.0	539.0	105950842.0	537.0	True	
1216		26	66	40	106	Zr	x	-58749.0	200.0	8330.0	2.0	B-	7453.0	200.0	105936930.0	215.0	True	
1217		24	65	41	106	Nb		-66202.678	1.416	8393.2657	0.0134	B-	9925.3249	9.2388	105928928.505	1.52	False	2.8936756610224927
1218		22	64	42	106	Mo	x	-76128.003	9.13	8479.5202	0.0861	B-	3648.2494	15.2778	105918273.231	9.801	False	2.7847453998779583
1219		20	63	43	106	Tc	+	-79776.253	12.25	8506.557	0.1156	B-	6547.0	11.0	105914356.674	13.15	False	2.7664272550118434
1220		18	62	44	106	Ru		-86323.253	5.391	8560.9406	0.0509	B-	39.4038	0.2121	105907328.181	5.787	False	2.816752784902663
1221		16	61	45	106	Rh		-86362.656	5.39	8553.9317	0.0508	B-	3544.8865	5.3348	105907285.879	5.786	False	2.816763095330316
1222		14	60	46	106	Pd		-89907.543	1.106	8579.9934	0.0104	B-	-2965.1434	2.8172	105903480.287	1.186	False	2.9073082104670327
1223		12	59	47	106	Ag		-86942.399	3.016	8544.6397	0.0285	B-	189.7534	2.819	105906663.499	3.237	False	2.850904271322121
1224		10	58	48	106	Cd		-87132.153	1.104	8539.0492	0.0104	B-	-6524.0031	12.1765	105906459.791	1.184	False	2.9074019328168967
1225		8	57	49	106	In	-	-80608.15	12.226	8470.1213	0.1153	B-	-3254.4521	13.2439	105913463.596	13.125	False	2.7665463871078226
1226		6	56	50	106	Sn		-77353.698	5.091	8432.0383	0.048	B-	-10880.3964	9.0249	105916957.394	5.465	False	2.8201758894438007
1227		4	55	51	106	Sb	x	-66473.301	7.452	8322.0124	0.0703	B-	-8253.5423	100.8163	105928637.979	8.0	False	2.797210274809382
1228		2	54	52	106	Te	-a	-58219.759	100.541	8236.7682	0.9485	B-	-14920.0	412.0	105937498.521	107.934	False	2.6244395740832287
1229		0	53	53	106	I	x	-43300.0	400.0	8089.0	4.0	B-			105953516.0	429.0	True	
1230	0.0	31	69	38	107	Sr	x	-28250.0	700.0	8057.0	7.0	B-	13720.0	860.0	106969672.0	751.0	True	
1231		29	68	39	107	Y	x	-41970.0	500.0	8178.0	5.0	B-	12050.0	583.0	106954943.0	537.0	True	
1232		27	67	40	107	Zr	x	-54020.0	300.0	8284.0	3.0	B-	9704.0	300.0	106942007.0	322.0	True	
1233		25	66	41	107	Nb	x	-63723.805	8.023	8367.0898	0.075	B-	8821.1703	12.2239	106931589.685	8.612	False	2.7932820838243617
1234		23	65	42	107	Mo	x	-72544.975	9.223	8442.219	0.0862	B-	6204.9921	12.6599	106922119.77	9.901	False	2.784701040591008
1235		21	64	43	107	Tc	x	-78749.967	8.673	8492.8979	0.0811	B-	5112.5985	11.7243	106915458.437	9.31	False	2.788490360905608
1236		19	63	44	107	Ru	-nn	-83862.565	8.673	8533.3676	0.0811	B-	3001.1457	14.8473	106909969.837	9.31	False	2.7884872029433474
1237		17	62	45	107	Rh	+p	-86863.711	12.051	8554.104	0.1126	B-	1508.9427	12.1108	106906747.975	12.937	False	2.7680393944256547
1238		15	61	46	107	Pd		-88372.654	1.201	8560.8946	0.0112	B-	34.0458	2.3174	106905128.058	1.289	False	2.9032652573092035
1239		13	60	47	107	Ag		-88406.7	2.382	8553.9012	0.0223	B-	-1416.3741	2.5654	106905091.509	2.556	False	2.8649974507121128
1240		11	59	48	107	Cd		-86990.325	1.66	8533.3524	0.0155	B-	-3423.6586	9.58	106906612.049	1.782	False	2.8853441348695945
1241		9	58	49	107	In		-83566.667	9.654	8494.0439	0.0902	B-	-5054.4281	11.0175	106910287.497	10.363	False	2.7818741561037292
1242		7	57	50	107	Sn	x	-78512.239	5.31	8439.4946	0.0496	B-	-7858.9903	6.7377	106915713.649	5.7	False	2.8182242242780338
1243		5	56	51	107	Sb		-70653.248	4.148	8358.7344	0.0388	B-	-9996.0	101.0	106924150.621	4.452	False	2.8328766306065396
1244		3	55	52	107	Te	-a	-60657.0	101.0	8258.0	1.0	B-	-11227.0	316.0	106934882.0	108.0	True	
1245		1	54	53	107	I	x	-49430.0	300.0	8146.0	3.0	B-			106946935.0	322.0	True	
1246	0.0	30	69	39	108	Y	x	-36780.0	600.0	8129.0	6.0	B-	14170.0	721.0	107960515.0	644.0	True	
1247		28	68	40	108	Zr	x	-50950.0	400.0	8253.0	4.0	B-	8595.0	400.0	107945303.0	429.0	True	
1248		26	67	41	108	Nb	x	-59545.198	8.239	8325.6604	0.0763	B-	11204.0998	12.3668	107936075.604	8.844	False	2.7922265353605
1249		24	66	42	108	Mo	x	-70749.297	9.223	8422.1581	0.0854	B-	5173.533	12.7262	107924047.508	9.901	False	2.785276794119977
1250		22	65	43	108	Tc	x	-75922.831	8.769	8462.8172	0.0812	B-	7738.5736	11.7903	107918493.493	9.413	False	2.788387948184079
1251		20	64	44	108	Ru	-3n	-83661.404	8.68	8527.2267	0.0804	B-	1369.7517	16.4699	107910185.793	9.318	False	2.789007063896858
1252		18	63	45	108	Rh	x	-85031.156	13.997	8532.6657	0.1296	B-	4493.0596	14.0405	107908715.304	15.026	False	2.7591877138107126
1253		16	62	46	108	Pd		-89524.215	1.108	8567.0241	0.0103	B-	-1917.4238	2.6323	107903891.806	1.189	False	2.9081919683705153
1254		14	61	47	108	Ag	-n	-87606.792	2.388	8542.0262	0.0221	B-	1645.6311	2.6386	107905950.245	2.563	False	2.865372538886254
1255		12	60	48	108	Cd		-89252.423	1.123	8550.0196	0.0104	B-	-5132.5944	8.5845	107904183.588	1.205	False	2.9074623577744125
1256		10	59	49	108	In		-84119.828	8.641	8495.2516	0.08	B-	-2049.8794	9.8365	107909693.654	9.276	False	2.7892844967705366
1257		8	58	50	108	Sn		-82069.949	5.382	8469.0273	0.0498	B-	-9624.6079	7.6925	107911894.29	5.778	False	2.8179664072154953
1258		6	57	51	108	Sb	x	-72445.341	5.496	8372.6666	0.0509	B-	-6663.6646	7.7125	107922226.731	5.9	False	2.8167233669847764
1259		4	56	52	108	Te		-65781.676	5.411	8303.7221	0.0501	B-	-13011.0	101.0	107929380.469	5.808	False	2.8176667316150987
1260		2	55	53	108	I	-p	-52771.0	101.0	8176.0	1.0	B-	-10139.0	393.0	107943348.0	109.0	True	
1261		0	54	54	108	Xe	-a	-42632.357	379.497	8074.8886	3.5139	B-			107954232.285	407.406	False	2.524720751667612
1262	0.0	31	70	39	109	Y	x	-32480.0	700.0	8089.0	6.0	B-	13250.0	860.0	108965131.0	751.0	True	
1263		29	69	40	109	Zr	x	-45730.0	500.0	8204.0	5.0	B-	10960.0	660.0	108950907.0	537.0	True	
1264		27	68	41	109	Nb	x	-56689.8	430.816	8297.1307	3.9524	B-	9969.4851	430.961	108939141.0	462.5	False	2.5152461656287852
1265		25	67	42	109	Mo	x	-66659.285	11.179	8381.4163	0.1026	B-	7623.5438	14.7805	108928438.318	12.0	False	2.77391877767396
1266		23	66	43	109	Tc	x	-74282.828	9.669	8444.1796	0.0887	B-	6455.6267	12.6574	108920254.107	10.38	False	2.782925468585665
1267		21	65	44	109	Ru	-4n	-80738.455	8.954	8496.228	0.0821	B-	4260.7958	9.8229	108913323.707	9.612	False	2.7876651625752316
1268		19	64	45	109	Rh		-84999.251	4.04	8528.1404	0.0371	B-	2607.2327	4.1874	108908749.555	4.336	False	2.8355088641208703
